How many employees directly report to you?,What is your hierarchical level within your organization?,What is your job function?,How many years have you held your current position?,What is your gender?,How old are you?,What is the size of your organisation?,What type of environment do you reside in?,What is your current place of residence?,Did you suffer from a burnout in the last 6 months?,What is the primary industry sector your organization is working in?,How stressed do you feel?,What was your perceived workload in the last month (none - too high)?,"During the last month I felt anxious (1 not at all, 7 extreme)?","During the last month I felt unmotivated (1 not at all, 7 extreme)?","During the last month I felt stressed (1 not at all, 7 extreme)?",What was the perceived number of stressfull events in the last month (none - too high)?,What was your perceived level of control over your life during the last month (none - full)?,The amount of physical activity was?,The quality of my sleep was?,My job satisfaction was?,My job productivity was?,I feel aligned with my team leader?,"I feel engaged at my daily work (1 not at all, 7 extreme)?","I feel appreciated at my workplace (1 not at all, 7 extreme)?","I feel aligned with my other team members (1 not at all, 7 extreme)?","I have a healthy work-life balance  (1 not at all, 7 extreme)?","How close to you feel you are to a burnout? (1 not at all, 7 extreme)?","My abilities fit my job requirement well (1 not at all, 7 extreme)?","How many lottery tickets, tombolas, or games of chance with very low probabilities of winning have you purchased in the past year?","How many times have you gambled for money in the past year (casino, sports-bets, online gambling etc.)?","How many high-risk investments (e.g., cryptocurrency, penny stocks) have you made in the past year?","Do you engage in extreme sports or activities with a known risk of physical injury (rock climbing, skydiving, motorbike racing etc.)?",How many times did you quit a stable job to pursue a career or business opportunity with uncertain outcomes?,How many speculative or unproven business ideas have you invested in within the past five years?,How many times have you traveled to an unfamiliar destination without making detailed plans or reservations?,How many new products or services have you purchased without reading reviews or consulting others?,"How many spontaneous decisions (e.g., last-minute travel, major purchases) have you made in the past 5 years?",How many times have you attended events or activities without knowing anyone there beforehand?,How many times have you changed your career path or job direction in the past 5 years?,"How many insurance policies (e.g., health, life, travel, product warranties) to protect against the possibility of loss have you purchased in the past 5 years?",How many refund policies or money-back guarantees have you utilized in the past 5 years?,"Which one do you prefer: secure, low-return financial products or a riskier, high-return alternative?",How many times have you rejected a job or project opportunity with significant benefits because it involved significant financial or status risk?,"How many high-risk, high-reward investments have you made in the past 5 years?",How many fitness or personal improvement challenges have you taken on in the past 5 years to achieve measurable goals?,How many times have you pursued bonuses or promotions in your job in the past 5 years?,How many times have you avoided giving advice to not be accountable for the outcome in the past 5 years?,"In team-, group of friends- or family-decisions how often are you the one who makes the final call? (in percentages)","How often have you voiced a controversial opinion in a public setting, knowing it might result in social backlash in the past year?","How often have you set a goal for yourself that statistically only a small percentage of people achieve (e.g., climbing Everest, writing a bestseller) in the past 5 years?","Have you ever avoided volunteering for roles (e.g., on a board, committee, or leadership position) where you would be responsible for making impactful decisions for a group?",How satisfied are you with your current job?,To what extent do you feel your work is meaningful?,How supported do you feel by your team leader?,How well does your current role align with your personal values?,Have you considered changing jobs in the past 6 months?,Do you feel appreciated at your organization?,Would you recommend your workplace to others?,How would you rate your job performance over the past year? (Self-assessed),Did you receive any formal recognition or bonus in the past 12 months?,How was your job productivity over the last month?,To what extent did you meet your KPIs in the last year?,How much was the rating of your job productivity for the last year?
>20,First-level management,Operations,0-1,Female,18-25,250-1000,Urban,United States,No,Other,Medium,,,,,,,,,,,,5,3,6,3,5,5,0,3-5,1-3,No,1-3,0,1-3,3-5,5-10,0,1-3,1-3,0,"secure, low-return financial products",0,0,1-3,1-3,0,80%,0,1-3,No,Dissatisfied,Somewhat,Somewhat,Somewhat,"Yes, occasionally",Not at all,Not sure,Exceeds expectations,No,,Very,High
5-10,Intermediate level staff,Engineering,1-3,Male,26-35,>1000,Urban,India,No answer,IT / Software / Tech,No answer,,,,,,,,,,,,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,
10-20,Executive management,Consulting,5-10,Male,26-35,>1000,Urban,Switzerland,No,Education,Low,Low,2,2,1,Very low,Average,Average (2-3 days a week),Average,High,High,Average,3,4,3,6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Intermediate level staff,Business Development,3-5,Female,36-45,1-9,Urban,Switzerland,No,Media,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Entry level staff,Customer Service / Client Relations,0-1,Female,18-25,50-249,Urban,Portugal,No,Hospitality,Medium,,,,,,,,,,,,5,5,4,5,3,7,0,0,0,No,0,0,1-3,3-5,>20,>20,1-3,1-3,0,"riskier, high-return products",>20,1-3,1-3,0,>20,60%,>20,3-5,No,Satisfied,Very,Somewhat,Slightly,"Yes, occasionally",Somewhat,Probably yes,Exceeds expectations,No,High,Somewhat,
1-5,Intermediate level staff,Consulting,1-3,Male,18-25,50-249,Urban,Belgium,No,IT / Software / Tech,Medium,,,,,,,,,,,,5,5,5,6,3,5,3-5,1-3,3-5,Yes,1-3,1-3,1-3,3-5,1-3,1-3,1-3,1-3,3-5,"riskier, high-return products",0,1-3,3-5,1-3,1-3,30%,0,1-3,No,Satisfied,Very,Somewhat,Somewhat,"Yes, occasionally",Somewhat,Probably yes,Meets expectations,Yes,High,Somewhat,
0,Entry level staff,No answer,0-1,Male,18-25,>1000,Urban,Switzerland,No,Multiple,Low,Average,4,3,2,Low,Average,High (4-6 days a week),Low,Average,Average,High,5,4,5,4,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Entry level staff,Customer Service / Client Relations,>10,Male,56-65,>1000,Suburban / agglomeration,France,No,Telecommunication,Low,,,,,,,,,,,,6,5,3,7,1,6,5-10,0,0,No,1-3,1-3,0,0,1-3,1-3,1-3,0,0,"secure, low-return financial products",0,0,1-3,1-3,0,30%,0,0,No,Very satisfied,Very,Slightly,Very,"Yes, frequently",Not at all,Probably not,Exceeds expectations,No,Low,Somewhat,
1-5,Middle management,Program and Project Management,>10,Male,36-45,50-249,Rural,Germany,Yes,IT / Software / Tech,High,,,,,,,,,,,,4,2,5,2,6,7,0,0,0,No,1-3,1-3,1-3,5-10,1-3,5-10,0,0,0,"secure, low-return financial products",3-5,0,1-3,1-3,10-20,70%,0,0,Yes,Dissatisfied,Slightly,Slightly,Very,"Yes, frequently",Slightly,Definitely not,Much below expectations,No,,Somewhat,Average
5-10,Executive management,Community and Social Services,5-10,Female,36-45,250-1000,Suburban / agglomeration,South Africa,Yes,Health Care,Low,,,,,,,,,,,,6,7,6,2,5,6,>20,10-20,3-5,Yes,1-3,3-5,>20,10-20,>20,5-10,0,5-10,1-3,"riskier, high-return products",0,3-5,10-20,5-10,1-3,40%,5-10,5-10,No,Satisfied,Extremely,Very,Extremely,"Yes, occasionally",Somewhat,Probably yes,Far exceeds expectations,Yes,High,Extremely,
1-5,Senior staff,Sales,5-10,Male,36-45,50-249,Urban,Egypt,No,Health Care,Medium,,,,,,,,,,,,4,3,4,2,6,3,0,0,0,No,1-3,0,1-3,0,1-3,5-10,0,0,0,"riskier, high-return products",0,0,1-3,0,0,40%,0,0,Yes,Dissatisfied,Slightly,Slightly,Slightly,"Yes, frequently",Slightly,Probably not,Meets expectations,Yes,Average,Very,
1-5,Entry level staff,Administrative,0-1,Female,18-25,10-49,Suburban / agglomeration,Mexico,No,Legal,Low,,,,,,,,,,,,4,4,5,4,1,4,1-3,0,1-3,No,0,1-3,1-3,0,1-3,0,1-3,1-3,1-3,"secure, low-return financial products",1-3,0,1-3,0,1-3,30%,0,1-3,No answer,Neutral,Slightly,Very,Somewhat,"Yes, frequently",Slightly,Definitely not,Meets expectations,Yes,Average,Somewhat,
5-10,Middle management,Information Technology,5-10,Male,26-35,50-249,Urban,Brazil,No,IT / Software / Tech,Low,,,,,,,,,,,,6,6,5,5,1,7,1-3,5-10,1-3,No,0,0,1-3,1-3,10-20,3-5,0,5-10,10-20,"secure, low-return financial products",1-3,0,1-3,1-3,5-10,70%,0,0,No,Very satisfied,Very,Somewhat,Very,No,Very,Definitely yes,Exceeds expectations,Yes,High,Very,
1-5,Middle management,Operations,3-5,Female,26-35,>1000,Suburban / agglomeration,United States,No,Media,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-10,Executive management,Administrative,1-3,Male,56-65,>1000,Suburban / agglomeration,United States,Yes,Government,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Entry level staff,Consulting,0-1,Female,26-35,50-249,Suburban / agglomeration,South Africa,No,Finance,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Middle management,Finance,0-1,Female,36-45,>1000,Suburban / agglomeration,Switzerland,No,Manufacturing,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Middle management,Business Development,1-3,Female,26-35,50-249,Urban,United Arab Emirates,Yes,Other,Medium,,,,,,,,,,,,5,4,6,4,3,4,0,0,0,No,0,0,1-3,3-5,3-5,5-10,1-3,1-3,1-3,"secure, low-return financial products",1-3,0,1-3,1-3,5-10,30%,1-3,0,Yes,Satisfied,Somewhat,Very,Somewhat,No,Very,Probably yes,Meets expectations,No,Average,Somewhat,
0,Executive management,Consulting,1-3,Female,56-65,1-9,Suburban / agglomeration,Switzerland,No,Other,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Senior staff,Business Development,>10,Male,46-55,1-9,Urban,France,No,IT,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-10,Middle management,Entrepreneurship,>10,Male,36-45,250-1000,Urban,United States,Yes,Manufacturing,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Self employed / contractor,Education,1-3,Female,46-55,>1000,Urban,Canada,No,Education,Medium,,,,,,,,,,,,5,7,5,6,2,7,3-5,5-10,1-3,No,1-3,0,0,1-3,3-5,1-3,1-3,0,3-5,"secure, low-return financial products",0,0,1-3,1-3,0,50%,1-3,1-3,No,Satisfied,Extremely,Somewhat,Very,No,Somewhat,Probably yes,Exceeds expectations,Yes,,Somewhat,Average
1-5,First-level management,Administrative,5-10,Female,26-35,10-49,Suburban / agglomeration,Canada,No,Education,Medium,,,,,,,,,,,,6,4,6,4,5,7,>20,1-3,5-10,No,1-3,10-20,1-3,0,>20,0,0,10-20,5-10,"secure, low-return financial products",5-10,1-3,3-5,1-3,5-10,40%,1-3,1-3,Yes,Neutral,Somewhat,Slightly,Somewhat,"Yes, frequently",Somewhat,Not sure,Meets expectations,No,,Somewhat,Average
>20,Executive management,Finance,>10,Female,18-25,50-249,Urban,South Africa,No,Finance,Low,,,,,,,,,,,,7,7,7,7,2,6,3-5,10-20,10-20,Yes,1-3,1-3,5-10,5-10,>20,5-10,1-3,1-3,1-3,"riskier, high-return products",0,3-5,3-5,3-5,5-10,50%,3-5,10-20,No,Very satisfied,Extremely,Extremely,Extremely,"Yes, occasionally",Extremely,Definitely yes,Far exceeds expectations,Yes,Very High,Extremely,
No answer,No answer,No answer,5-10,Diverse,46-55,No answer,Urban,United States,No,Education,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Middle management,Real Estate,3-5,Male,26-35,10-49,Urban,Switzerland,No,Construction,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>20,Middle management,Legal,3-5,Female,36-45,50-249,Suburban / agglomeration,United Kingdom,No,No answer,Low,,,,,,,,,,,,5,5,5,6,2,6,1-3,1-3,0,No,0,0,1-3,0,3-5,3-5,0,1-3,1-3,"secure, low-return financial products",0,0,1-3,5-10,0,50%,5-10,0,No,Neutral,Somewhat,Slightly,Somewhat,"Yes, frequently",Somewhat,Probably yes,Exceeds expectations,No,Very High,Extremely,
5-10,Middle management,Information Technology,1-3,Male,18-25,10-49,Suburban / agglomeration,Kenya,No,IT / Software / Tech,Low,,,,,,,,,,,,5,6,6,6,5,7,1-3,1-3,1-3,No,0,1-3,3-5,3-5,5-10,10-20,0,1-3,0,"riskier, high-return products",0,3-5,10-20,0,1-3,10%,1-3,1-3,No,Satisfied,Very,Very,Extremely,No,Very,Definitely yes,Meets expectations,Yes,Average,Very,
0,Intermediate level staff,Administrative,1-3,Female,18-25,10-49,Urban,Argentina,No,Finance,Low,,,,,,,,,,,,2,5,3,4,2,6,1-3,1-3,0,Yes,3-5,5-10,3-5,1-3,10-20,1-3,0,1-3,0,"secure, low-return financial products",0,1-3,0,1-3,0,10%,0,0,Yes,Satisfied,Not at all,Somewhat,Slightly,"Yes, occasionally",Not at all,Probably not,Below expectations,Yes,Average,No answer,
0,Entry level staff,Administrative,1-3,Female,26-35,50-249,Urban,Switzerland,No,Construction,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-10,Executive management,Human Resources,0-1,Female,56-65,250-1000,Urban,United States,Yes,Energy,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Self employed / contractor,Arts and Design,1-3,Non-binary / Other,26-35,10-49,Urban,Canada,Yes,Entertainment,High,,,,,,,,,,,,6,4,6,2,6,7,0,1-3,0,No,1-3,0,3-5,0,3-5,5-10,0,0,0,"riskier, high-return products",0,1-3,1-3,1-3,0,20%,0,0,Yes,Neutral,Extremely,Somewhat,Very,"Yes, occasionally",Slightly,Not sure,Exceeds expectations,No,,No answer,High
10-20,Senior staff,Finance,1-3,Female,26-35,>1000,Suburban / agglomeration,United Kingdom,Yes,Finance,High,,,,,,,,,,,,3,2,3,2,5,6,>20,>20,1-3,No,0,1-3,3-5,5-10,>20,>20,1-3,0,5-10,"riskier, high-return products",0,1-3,1-3,1-3,10-20,80%,3-5,3-5,No,Dissatisfied,Somewhat,Somewhat,Somewhat,"Yes, occasionally",Not at all,Probably yes,Far exceeds expectations,Yes,,Extremely,Very High
5-10,Executive management,No answer,0-1,Female,36-45,50-249,Urban,Israel,No,Pharma / Life Sciences,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-10,Intermediate level staff,Sales,1-3,Female,18-25,50-249,Urban,Canada,No,Construction,Low,,,,,,,,,,,,2,3,4,6,3,2,0,0,0,No,0,0,0,0,0,1-3,0,0,0,"secure, low-return financial products",0,0,1-3,1-3,0,40%,3-5,0,No,Dissatisfied,Slightly,Somewhat,Somewhat,"Yes, frequently",Somewhat,Probably not,Meets expectations,Yes,Average,Somewhat,
1-5,Middle management,Human Resources,1-3,Female,36-45,10-49,Rural,Germany,No,IT / Software / Tech,Low,,,,,,,,,,,,6,6,6,7,1,5,0,0,0,No,1-3,0,0,1-3,1-3,1-3,1-3,1-3,1-3,"secure, low-return financial products",0,0,1-3,1-3,1-3,80%,3-5,0,No,Satisfied,Very,Extremely,Extremely,"Yes, occasionally",Extremely,Definitely yes,Exceeds expectations,No,High,Very,
5-10,Executive management,Operations,1-3,No answer,36-45,10-49,Suburban / agglomeration,No answer,No,Health Care,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Executive management,Marketing,1-3,Male,26-35,10-49,Urban,Canada,Yes,Other,Medium,,,,,,,,,,,,4,5,4,4,6,6,0,0,0,Yes,1-3,1-3,1-3,5-10,>20,3-5,1-3,0,0,"riskier, high-return products",1-3,1-3,>20,3-5,1-3,40%,1-3,3-5,Yes,Satisfied,Very,Very,Very,"Yes, occasionally",Very,Probably yes,Meets expectations,Yes,High,Slightly,
1-5,Senior staff,Community and Social Services,5-10,Female,26-35,1-9,Suburban / agglomeration,United States,Yes,Education,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Intermediate level staff,Research,3-5,Female,26-35,>1000,Urban,Poland,Yes,Education,Medium,,,,,,,,,,,,7,7,6,2,5,7,3-5,1-3,1-3,No,0,0,0,0,0,0,0,0,0,"secure, low-return financial products",1-3,1-3,0,1-3,0,20%,3-5,0,No,Satisfied,Very,Very,Extremely,"Yes, occasionally",Very,Probably yes,Exceeds expectations,No,,Extremely,High
0,Intermediate level staff,Media and Communication,3-5,Male,18-25,1-9,Suburban / agglomeration,Spain,Yes,Construction,Medium,,,,,,,,,,,,1,1,1,1,7,4,1-3,1-3,0,No,1-3,1-3,0,1-3,0,0,0,0,0,"secure, low-return financial products",0,0,1-3,0,3-5,0%,3-5,3-5,Yes,Very dissatisfied,Not at all,Not at all,Not at all,"Yes, occasionally",Not at all,Definitely not,Meets expectations,No,Average,Somewhat,
0,Senior staff,Human Resources,5-10,Female,36-45,250-1000,Urban,Switzerland,No,IT,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-20,Middle management,Healthcare Services,5-10,Male,26-35,>1000,Urban,South Africa,Yes,Health Care,Low,,,,,,,,,,,,5,7,4,6,4,7,1-3,5-10,1-3,Yes,0,1-3,1-3,3-5,10-20,1-3,0,1-3,1-3,"riskier, high-return products",1-3,1-3,3-5,1-3,1-3,60%,5-10,1-3,Yes,Satisfied,Very,Somewhat,Very,"Yes, occasionally",Somewhat,Probably yes,Meets expectations,Yes,High,Very,
1-5,Senior staff,Information Technology,5-10,Female,46-55,>1000,Suburban / agglomeration,United States,Yes,IT,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Senior staff,Healthcare Services,>10,Male,36-45,250-1000,Urban,United Kingdom,No,Health Care,Low,,,,,,,,,,,,6,5,5,4,4,6,1-3,0,0,Yes,1-3,3-5,1-3,3-5,0,0,0,1-3,0,"secure, low-return financial products",1-3,0,1-3,5-10,1-3,20%,0,3-5,Yes,Satisfied,Very,Very,Very,No,Somewhat,Probably yes,Meets expectations,No,High,Somewhat,
1-5,Entry level staff,Support,5-10,Female,56-65,1-9,Rural,United States,No,Other,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senior staff,Business Development,1-3,Male,56-65,1-9,Suburban / agglomeration,United States,No,Multiple,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>20,Self employed / contractor,Human Resources,>10,Male,>65,>1000,Suburban / agglomeration,United States,No,Education,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Middle management,Information Technology,1-3,Male,36-45,50-249,Suburban / agglomeration,Switzerland,No,IT / Software / Tech,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Intermediate level staff,Engineering,0-1,Male,18-25,50-249,Rural,India,Yes,IT / Software / Tech,Medium,,,,,,,,,,,,4,4,5,5,6,6,3-5,1-3,1-3,Yes,0,>20,5-10,>20,>20,>20,0,1-3,5-10,"riskier, high-return products",0,3-5,3-5,>20,0,50%,5-10,5-10,No,Neutral,Very,Somewhat,Not at all,"Yes, frequently",Not at all,Probably not,Meets expectations,Yes,High,Somewhat,
0,Entry level staff,Accounting,0-1,Male,18-25,10-49,Rural,China,Yes,Energy,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,First-level management,Operations,1-3,Male,26-35,>1000,Urban,Mexico,Yes,Energy,Low,,,,,,,,,,,,4,5,5,3,5,5,1-3,1-3,3-5,No,0,3-5,0,1-3,3-5,1-3,1-3,3-5,1-3,"riskier, high-return products",1-3,5-10,1-3,1-3,10-20,30%,10-20,0,Yes,Neutral,Slightly,Slightly,Very,"Yes, occasionally",Somewhat,Probably yes,Meets expectations,Yes,Very low,Extremely,
>20,Senior staff,Business Development,3-5,Female,26-35,50-249,Suburban / agglomeration,South Africa,No,Agriculture,No answer,,,,,,,,,,,,7,7,7,7,1,7,5-10,10-20,5-10,Yes,0,0,3-5,>20,>20,>20,1-3,3-5,1-3,"secure, low-return financial products",3-5,1-3,1-3,1-3,0,50%,>20,5-10,No,Very satisfied,Extremely,Extremely,Extremely,No,Extremely,Definitely yes,Far exceeds expectations,Yes,,Extremely,Very High
10-20,Executive management,Operations,>10,Male,46-55,>1000,Suburban / agglomeration,United States,Yes,Food & Beverage,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-10,Middle management,Sales,>10,Male,46-55,>1000,Suburban / agglomeration,France,No,IT,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senior staff,Research,3-5,Male,36-45,>1000,Urban,Switzerland,No,Health Care,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Intermediate level staff,Research,3-5,Female,26-35,1-9,Urban,Switzerland,No,Pharma / Life Sciences,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Entry level staff,Accounting,1-3,Male,46-55,10-49,Rural,Brazil,No,Entertainment,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Einstiegsebene,Betrieb,3-5,Weiblich,18-25,50-249,Vorstadt / Ballungsraum,Deutschland,Nein,Keine Antwort,Niedrig,,,,,,,,,,,,4,5,7,7,1,1,0,0,5-10,Nein,0,0,0,0,0,3-5,0,3-5,0,"sichere, niedrig verzinste Finanzprodukte",0,1-3,3-5,0,0,0%,>20,0,Ja,Zufrieden,Sehr,Sehr,Ein wenig,Nein,Ein wenig,Wahrscheinlich nicht,Übertrifft die Erwartungen,Ja,Hoch,Überhaupt nicht,
1-5,First-level management,Marketing,3-5,Male,46-55,>1000,Suburban / agglomeration,Switzerland,No,Manufacturing,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-10,Executive management,Finance,3-5,Female,36-45,250-1000,Rural,France,No,Manufacturing,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Middle management,Healthcare Services,3-5,Female,46-55,>1000,Urban,Switzerland,No,Pharma / Life Sciences,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Einstiegsebene,Kundendienst / Kundenbeziehungen,1-3,Weiblich,18-25,50-249,Ländlich,Deutschland,Nein,Andere,Mittel,,,,,,,,,,,,2,4,3,5,2,6,0,0,0,Nein,0,0,0,>20,5-10,3-5,1-3,0,5-10,"sichere, niedrig verzinste Finanzprodukte",0,0,1-3,0,3-5,10%,0,0,Ja,Unzufrieden,Ein wenig,Etwas,Ein wenig,"Ja, häufig",Ein wenig,Wahrscheinlich nicht,Entspricht den Erwartungen,Nein,Durchschnittlich,Etwas,
10-20,No answer,Business Development,1-3,Female,36-45,50-249,Suburban / agglomeration,Albania,Yes,Construction,Medium,,,,,,,,,,,,2,2,3,2,3,3,1-3,5-10,0,No,10-20,0,3-5,3-5,3-5,3-5,0,1-3,3-5,"riskier, high-return products",1-3,1-3,3-5,5-10,0,10%,0,1-3,No,Neutral,Very,Somewhat,Somewhat,"Yes, occasionally",Somewhat,Not sure,Below expectations,Yes,Very low,Not at all,
10-20,Executive management,Operations,>10,Male,>65,>1000,Urban,Switzerland,No,Government,Medium,High,4,1,2,Average,Average,High (4-6 days a week),Average,Low,High,Very High,4,4,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>20,Intermediate level staff,Administrative,3-5,Male,26-35,>1000,Urban,South Africa,Yes,Other,High,,,,,,,,,,,,5,6,6,5,2,7,>20,5-10,1-3,Yes,0,1-3,1-3,10-20,5-10,10-20,1-3,3-5,1-3,"secure, low-return financial products",5-10,3-5,5-10,5-10,10-20,50%,10-20,5-10,No,Satisfied,Very,Extremely,Very,"Yes, frequently",Extremely,Definitely yes,Meets expectations,No,,Very,High
1-5,Middle management,Program and Project Management,0-1,Male,36-45,>1000,Suburban / agglomeration,United States,Yes,Health Care,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Selbstständig / Freiberufler,Bildung,>10,Männlich,36-45,1-9,Städtisch,Schweiz,Nein,Finanzen,Mittel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Middle management,Engineering,5-10,Male,26-35,250-1000,Urban,Italy,No answer,Manufacturing,Low,,,,,,,,,,,,6,5,6,6,2,6,0,3-5,5-10,Yes,0,1-3,1-3,5-10,1-3,10-20,1-3,No answer,1-3,"riskier, high-return products",1-3,1-3,No answer,5-10,0,30%,1-3,1-3,Yes,Satisfied,Slightly,Somewhat,Very,"Yes, occasionally",Somewhat,Probably yes,Meets expectations,Yes,Average,No answer,
0,Self employed / contractor,Engineering,0-1,Male,26-35,No answer,Rural,Canada,Yes,Education,Low,,,,,,,,,,,,No answer,No answer,No answer,No answer,No answer,No answer,0,0,1-3,Yes,0,0,5-10,1-3,1-3,1-3,0,0,0,"riskier, high-return products",0,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Not sure,Meets expectations,No,No answer,Somewhat,
10-20,Senior staff,Research,>10,Male,56-65,>1000,Rural,United States,No,Other,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Self employed / contractor,Consulting,3-5,Female,36-45,1-9,Rural,Israel,Yes,Other,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senior staff,Sales,5-10,Female,36-45,50-249,Rural,United States,Yes,Finance,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>20,First-level management,Engineering,>10,Female,36-45,>1000,Suburban / agglomeration,United States,Yes,Manufacturing,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-20,Executive management,Business Development,5-10,Female,36-45,10-49,Urban,South Africa,Yes,IT / Software / Tech,Medium,,,,,,,,,,,,7,3,7,5,2,7,5-10,3-5,1-3,No,1-3,1-3,1-3,10-20,3-5,10-20,1-3,1-3,0,"riskier, high-return products",0,1-3,5-10,5-10,0,60%,1-3,1-3,No,Satisfied,Very,Very,Very,"Yes, occasionally",Not at all,Probably not,Far exceeds expectations,No,Very low,Extremely,
>20,Middle management,Accounting,1-3,Female,36-45,>1000,Urban,United States,No,Agriculture,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>20,Middle management,Education,5-10,Female,26-35,50-249,Rural,Egypt,No,Education,Medium,,,,,,,,,,,,7,6,5,3,4,5,0,1-3,3-5,Yes,1-3,1-3,1-3,5-10,10-20,1-3,1-3,1-3,5-10,"secure, low-return financial products",0,1-3,3-5,5-10,0,40%,1-3,0,Yes,Satisfied,Very,Somewhat,Very,"Yes, occasionally",Very,Probably yes,Meets expectations,Yes,,Very,Average
